,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
140,DD20170816749300371727542060351,7.0,7.0,泰奇八宝粥,2017-01-04 11:19:00,D,已出货未退款,已提现
143,DD20170816749300390560766252934,7.0,7.0,70g乐事薯片黄瓜味,2017-01-04 13:36:00,D,已出货未退款,已提现
148,DD20170816749300419246514391125,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-01-04 21:06:00,D,已出货未退款,已提现
166,DD20170527081126486955FFEFCDE,3.5,3.5,王老吉（罐）,2017-01-05 16:20:00,D,已出货未退款,已提现
185,DD2017071815521785BDA889667C8,3.0,3.0,雪碧最新款,2017-01-07 13:02:00,D,已出货未退款,已提现
189,DD20170816749300693721724786056,4.0,4.0,55g奥利奥原味芝士饼干,2017-01-07 14:04:00,D,已出货未退款,已提现
203,DD201708167493845110256964734,3.0,3.0,10g卫龙亲嘴烧香辣味,2017-01-08 19:53:00,D,已出货未退款,已提现
206,DD2017081620260594E9935E7EAB0,3.0,3.0,熊字饼,2017-01-08 19:54:00,D,已出货未退款,已提现
210,DD2017081620380514493D1D7622E,3.5,3.5,王老吉（罐）,2017-01-08 19:57:00,D,已出货未退款,已提现
221,DD20170816211027871DC7EA8AD2B,3.0,3.0,伊利纯牛奶,2017-01-08 20:07:00,D,已出货未退款,已提现
223,DD20170601210614902B25B8B47E8,4.0,4.0,营养快线,2017-01-08 20:10:00,D,已出货未退款,已提现
229,DD201708167493846497027003763,5.5,5.5,85g统一老坛酸菜牛肉面,2017-01-08 20:14:00,D,已出货未退款,已提现
244,DD201708167493847389596743784,3.2,3.2,2g韩国海牌海苔,2017-01-08 20:30:00,D,已出货未退款,已提现
248,DD201708167493847721207999786,4.5,4.5,40g乐事薯片黄瓜味,2017-01-08 20:33:00,D,已出货未退款,已提现
250,DD201708167493847911420549652,9.0,9.0,40g乐事薯片黄瓜味,2017-01-08 20:35:00,D,已出货未退款,已提现
251,DD201708167493848032308682685,6.5,6.5,70g乐事薯片（黄瓜味）,2017-01-08 20:36:00,D,已出货未退款,已提现
259,DD2017081623593536C664BA2EF7A,2.0,2.0,怡宝纯净水,2017-01-08 20:46:00,D,已出货未退款,已提现
268,DD201708167493848471518045171,2.5,2.5,30g无穷农场盐_鸡蛋,2017-01-08 20:58:00,D,已出货未退款,已提现
271,DD20170816749384860638563013,2.5,2.5,30g无穷农场盐_鸡蛋,2017-01-08 21:02:00,D,已出货未退款,已提现
280,DD2017081701510215C417B5E8EA5,1.0,1.0,香豆干,2017-01-08 21:10:00,D,已出货未退款,已提现
281,DD201708167493735143786884669,3.5,3.5,250ml维他奶巧克力味,2017-01-08 21:11:00,D,已出货未退款,已提现
282,DD2017081702312515E62FC80DC80,1.0,1.0,香豆干,2017-01-08 21:11:00,D,已出货未退款,已提现
287,DD2017060123225046208C4C55828,3.0,3.0,卫龙大面筋,2017-01-08 21:16:00,D,已出货未退款,已提现
296,DD2017060202161028F0D761FBE47,3.5,3.5,统一冰红茶,2017-01-08 21:22:00,D,已出货未退款,已提现
310,DD20170816749384989580706047,0.6,0.6,10g卫龙亲嘴烧香辣味,2017-01-08 21:41:00,D,已出货未退款,已提现
320,DD2017060207471041ED2C95CBB8B,2.0,2.0,香脆肠,2017-01-08 21:55:00,D,已出货未退款,已提现
327,DD201708167493850845095111103,3.0,3.0,250ml维他柠檬茶,2017-01-08 22:01:00,D,已出货未退款,已提现
336,DD201708167493852232178374065,4.5,4.5,78g卫龙亲嘴语辣条,2017-01-08 22:56:00,D,已出货未退款,已提现
337,DD201708167493852545962421934,3.0,3.0,250ml维他奶低糖原味,2017-01-08 22:57:00,D,已出货未退款,已提现
359,DD2017060208530733242FE47E490,3.0,3.0,果粒橙,2017-01-09 00:09:00,D,已出货未退款,已提现
362,DD201708167493854460959029562,1.6,1.6,20g咪咪虾条马来西亚风味,2017-01-09 00:20:00,D,已出货未退款,已提现
377,DD201708167493855206704688743,12.0,12.0,330ml伊利畅意乳酸菌原味,2017-01-09 03:11:00,D,已出货未退款,已提现
382,DD201708167493855729039396291,2.0,2.0,双汇玉米热狗肠,2017-01-09 04:31:00,D,已出货未退款,已提现
395,DD20170602111827156815A04062C,3.0,3.0,可口可乐（500ml）,2017-01-09 07:36:00,D,已出货未退款,已提现
403,DD201706021127405961A736A6A89,3.0,3.0,统一绿茶,2017-01-09 07:42:00,D,已出货未退款,已提现
408,DD201708167493857347387464871,0.0,0.0,85g新麦潮北海道吐司,2017-01-09 08:00:00,D,已出货未退款,已提现
409,DD20170602131940183C86F5391A7,6.0,6.0,红牛,2017-01-09 08:13:00,D,已出货未退款,已提现
414,DD201708167493857838045196569,6.5,6.5,100g果王咸柑桔罐装,2017-01-09 08:18:00,D,已出货未退款,已提现
417,DD201708167493858183129929564,5.0,5.0,110g顺宝九制话梅,2017-01-09 08:26:00,D,已出货未退款,已提现
424,DD201708167493859498412935647,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-01-09 09:22:00,D,已出货未退款,已提现
428,DD20170602115348799F6BC6ACD87,3.0,3.0,雪碧（500ml）,2017-01-09 09:29:00,D,已出货未退款,已提现
437,DD201708167493860934519881491,2.5,2.5,30g无穷农场盐_鸡蛋,2017-01-09 10:01:00,D,已出货未退款,已提现
452,DD201708167493861927727567244,7.0,7.0,600ml雪碧,2017-01-09 11:27:00,D,已出货未退款,已提现
471,DD20170816749386260828250474,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-01-09 12:14:00,D,已出货未退款,已提现
480,DD201708171727215757C5F87A20B,3.0,3.0,果粒橙,2017-01-09 12:19:00,D,已出货未退款,已提现
490,DD201708167493863030670536956,6.5,6.5,430g泰奇八宝粥,2017-01-09 12:38:00,D,已出货未退款,已提现
491,DD201708167493863248348478941,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-01-09 12:46:00,D,已出货未退款,已提现
493,DD20170816749300829690080878398,2.5,2.5,无穷农场盐_鸡蛋,2017-01-09 13:03:00,D,已出货未退款,已提现
496,DD201708167493863422277351776,3.0,3.0,250ml维他柠檬茶,2017-01-09 13:09:00,D,已出货未退款,已提现
499,DD201708167493863887792297382,3.0,3.0,250ml维他原味豆奶,2017-01-09 13:21:00,D,已出货未退款,已提现
506,DD201708167493864028208053395,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017-01-09 13:28:00,D,已出货未退款,已提现
508,DD201708167493864476881722257,4.5,4.5,500ml加多宝,2017-01-09 13:30:00,D,已出货未退款,已提现
517,DD201708167493865112128818699,1.2,1.2,10g卫龙亲嘴烧香辣味,2017-01-09 13:58:00,D,已出货未退款,已提现
525,DD201708167493865714230326477,3.0,3.0,250ml维他柠檬茶,2017-01-09 14:38:00,D,已出货未退款,已提现
546,DD201708167493866341627868008,1.6,1.6,20g咪咪虾条马来西亚风味,2017-01-09 15:13:00,D,已出货未退款,已提现
551,DD201708167493866546858749281,3.0,3.0,40g双汇玉米热狗肠,2017-01-09 15:23:00,D,已出货未退款,已提现
559,DD2017081719584788E76E892E9AB,4.0,4.0,营养快线,2017-01-09 15:32:00,D,已出货未退款,已提现
560,DD201708167493866986324096881,6.0,6.0,86g合味道海鲜风味,2017-01-09 15:33:00,D,已出货未退款,已提现
563,DD201708167493867604477427516,5.5,5.5,103g康师傅红烧牛肉面,2017-01-09 15:44:00,D,已出货未退款,已提现
567,DD20170816749300878668896826662,5.8,5.8,205ml安慕希蓝莓味,2017-01-09 15:55:00,D,已出货未退款,已提现
581,DD201708167493868808272857934,8.0,8.0,55g奥利奥原味芝士饼干,2017-01-09 16:45:00,D,已出货未退款,已提现
582,DD2017060217094921F8AFF60C649,3.0,3.0,卫龙大面筋,2017-01-09 16:52:00,D,已出货未退款,已提现
584,DD201708167493868925108536219,0.0,0.0,80g马赛克香蕉片,2017-01-09 16:53:00,D,已出货未退款,已提现
598,DD201708167493869747245544475,4.0,4.0,20g咪咪虾条马来西亚风味,2017-01-09 17:30:00,D,已出货未退款,已提现
612,DD2017081721060011319DC75CC65,3.5,3.5,东鹏特饮,2017-01-09 17:45:00,D,已出货未退款,已提现
613,DD201708167493531577493377085,7.0,7.0,泰奇八宝粥,2017-01-09 17:45:00,D,已出货未退款,已提现
616,DD20170817210859168CED8E81104,6.0,6.0,红牛,2017-01-09 17:46:00,D,已出货未退款,已提现
618,DD2017081721140261656C01B756C,2.5,2.5,伊利优酸乳,2017-01-09 17:47:00,D,已出货未退款,已提现
620,DD2017081721180185829CB081C90,4.0,4.0,脉动,2017-01-09 17:48:00,D,已出货未退款,已提现
625,DD2017060217563422204E300643F,4.0,4.0,脉动,2017-01-09 18:05:00,D,已出货未退款,已提现
627,DD201708167493733009213851338,3.5,3.5,250ml燕塘甜牛奶,2017-01-09 18:13:00,D,已出货未退款,已提现
628,DD2017060217581013F9AB9E2B2F7,3.0,3.0,统一冰红茶,2017-01-09 18:13:00,D,已出货未退款,已提现
632,DD201708167493871629985017795,1.5,1.5,40g双汇玉米热狗肠,2017-01-09 18:19:00,D,已出货未退款,已提现
636,DD201708167493732977337560266,3.5,3.5,250ml燕塘红枣牛奶,2017-01-09 18:34:00,D,已出货未退款,已提现
637,DD201708172131043182E8F085C17,2.0,2.0,怡宝纯净水,2017-01-09 18:34:00,D,已出货未退款,已提现
639,DD2017081721333321B6F3597CBBB,4.0,4.0,银鹭八宝粥,2017-01-09 18:39:00,D,已出货未退款,已提现
642,DD20170817214613163F52B2D3B82,3.0,3.0,果粒橙,2017-01-09 18:51:00,D,已出货未退款,已提现
669,DD20170816749387520660787905,4.5,4.5,500ml加多宝,2017-01-09 21:07:00,D,已出货未退款,已提现
672,DD2017060222125039F1778351C7B,3.0,3.0,熊字饼,2017-01-09 21:08:00,D,已出货未退款,已提现
674,DD201708167493875349879649304,4.0,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-01-09 21:09:00,D,已出货未退款,已提现
677,DD201708167493875399309786933,1.6,1.6,2g韩国海牌海苔,2017-01-09 21:11:00,D,已出货未退款,已提现
679,DD201706022352531353F1F916089,3.5,3.5,东鹏特饮,2017-01-09 21:12:00,D,已出货未退款,已提现
697,DD201708167493875724559775041,3.2,3.2,20g马来西亚风味咪咪蟹味粒0219,2017-01-09 21:23:00,D,已出货未退款,已提现
698,DD201708167493875767343476216,4.5,4.5,78g卫龙亲嘴语辣条,2017-01-09 21:24:00,D,已出货未退款,已提现
702,DD201708167493875903282878925,1.6,1.6,2g韩国海牌海苔,2017-01-09 21:28:00,D,已出货未退款,已提现
716,DD20170816749387640886807317,7.0,7.0,150g洽洽原香瓜子,2017-01-09 21:51:00,D,已出货未退款,已提现
717,DD201708167493876476076174478,2.0,2.0,5片装益达绿箭口香糖,2017-01-09 21:52:00,D,已出货未退款,已提现
720,DD201708167493876683337727126,6.0,6.0,86g合味道海鲜风味,2017-01-09 21:55:00,D,已出货未退款,已提现
741,DD201708167493877572381812332,9.0,9.0,250ml维他柠檬茶,2017-01-09 23:14:00,D,已出货未退款,已提现
745,DD201708167493877834246935842,1.5,1.5,劲仔小鱼（麻辣味）,2017-01-09 23:36:00,D,已出货未退款,已提现
763,DD201708167493878559964443865,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017-01-10 00:14:00,D,已出货未退款,已提现
765,DD20170818131226406C560B7DF9D,3.0,3.0,伊利纯牛奶,2017-01-10 00:15:00,D,已出货未退款,已提现
767,DD2017060308590829639F55A02F9,3.0,3.0,果粒橙,2017-01-10 00:16:00,D,已出货未退款,已提现
775,DD201708167493879669260357067,3.0,3.0,250ml维他原味豆奶,2017-01-10 00:30:00,D,已出货未退款,已提现
783,DD201708167493880112777603204,4.0,4.0,55g奥利奥原味芝士饼干,2017-01-10 00:52:00,D,已出货未退款,已提现
799,DD20170818143620613C6F99194CF,3.0,3.0,雪碧最新款,2017-01-10 05:15:00,D,已出货未退款,已提现
801,DD2017060310044259A385F9D332C,4.0,4.0,王老吉（罐）,2017-01-10 05:32:00,D,已出货未退款,已提现
810,DD201706031005251977E8DF2EE39,3.5,3.5,阿萨姆奶茶,2017-01-10 06:44:00,D,已出货未退款,已提现
814,DD20170603102027719BFD32BA569,4.0,4.0,阿萨姆奶茶,2017-01-10 07:43:00,D,已出货未退款,已提现
815,DD201708167493882098879519246,6.5,6.5,430g泰奇八宝粥,2017-01-10 07:44:00,D,已出货未退款,已提现
818,DD201708167493882383240852062,6.0,6.0,370g泰奇八宝粥,2017-01-10 07:50:00,D,已出货未退款,已提现
822,DD201708167493882746545066631,7.0,7.0,600ml可口可乐,2017-01-10 08:01:00,D,已出货未退款,已提现
832,DD201708167493883648861052374,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017-01-10 08:48:00,D,已出货未退款,已提现
837,DD201708167493883909425035026,9.0,9.0,600ml脉动青柠,2017-01-10 09:06:00,D,已出货未退款,已提现
841,DD201706031109477181A31172246,2.0,2.0,凤爪,2017-01-10 09:15:00,D,已出货未退款,已提现
865,DD201708167493886439773811133,4.5,4.5,250ml燕塘甜牛奶,2017-01-10 11:00:00,D,已出货未退款,已提现
876,DD20170816749388704201070713,4.5,4.5,250ml燕塘甜牛奶,2017-01-10 11:50:00,D,已出货未退款,已提现
882,DD2017060312394286817AD71C5C3,4.0,4.0,营养快线,2017-01-10 11:52:00,D,已出货未退款,已提现
883,DD201708167493887154738117445,3.5,3.5,维他原味豆奶,2017-01-10 12:00:00,D,已出货未退款,已提现
888,DD20170603132036546F60F2FC181,3.0,3.0,百事可乐500ml,2017-01-10 12:04:00,D,已出货未退款,已提现
889,DD201708167493887281007487167,4.0,4.0,55g奥利奥原味芝士饼干,2017-01-10 12:06:00,D,已出货未退款,已提现
891,DD2017081816070074A93DE4B63BC,4.0,4.0,王老吉（500ml）,2017-01-10 12:09:00,D,已出货未退款,已提现
898,DD2017060313434952BD9784A1038,2.0,2.0,凤爪,2017-01-10 12:13:00,D,已出货未退款,已提现
907,DD201708167493887759899387949,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017-01-10 12:47:00,D,已出货未退款,已提现
909,DD20170816749300907199007857861,9.0,9.0,180ml雀巢咖啡罐装,2017-01-10 12:59:00,D,已出货未退款,已提现
918,DD201708167493888158259797972,4.5,4.5,78g卫龙亲嘴语辣条,2017-01-10 13:26:00,D,已出货未退款,已提现
920,DD201706031436551128698B95F76,3.5,3.5,王老吉（罐）,2017-01-10 13:29:00,D,已出货未退款,已提现
925,DD201708167493888788536833085,1.8,1.8,32g卫龙亲嘴烧,2017-01-10 13:50:00,D,已出货未退款,已提现
928,DD20170603144704101F9628B2EC9,10.0,10.0,口味王槟榔（绿）,2017-01-10 14:05:00,D,已出货未退款,已提现
932,DD20170816749388941315968355,3.5,3.5,维他柠檬茶,2017-01-10 14:41:00,D,已出货未退款,已提现
950,DD201708167493890061128138297,4.5,4.5,250ml燕塘红枣牛奶,2017-01-10 15:22:00,D,已出货未退款,已提现
951,DD201708167493890285875962902,5.0,5.0,30g无穷农场盐_鸡蛋,2017-01-10 15:23:00,D,已出货未退款,已提现
960,DD201708167493890904839213547,1.5,1.5,40g双汇玉米热狗肠,2017-01-10 15:42:00,D,已出货未退款,已提现
961,DD201708167493891113520834601,2.0,2.0,85g新麦潮北海道吐司,2017-01-10 15:44:00,D,已出货未退款,已提现
963,DD201708167493891295985714206,3.5,3.5,85g新麦潮手撕面包（提子味）,2017-01-10 15:52:00,D,已出货未退款,已提现
981,DD201708167493893283555715537,4.5,4.5,250ml燕塘原味酸奶,2017-01-10 17:05:00,D,已出货未退款,已提现
986,DD201708167493893978985156396,1.8,1.8,32g卫龙亲嘴烧,2017-01-10 17:29:00,D,已出货未退款,已提现
998,DD2017060317082667820AFA95991,1.0,1.0,香豆干,2017-01-10 17:33:00,D,已出货未退款,已提现
1006,DD20170603172818633BBD57EAC20,3.0,3.0,美年达（罐）,2017-01-10 17:36:00,D,已出货未退款,已提现
1013,DD20170818180110412A8EBC72567,4.0,4.0,脉动,2017-01-10 17:40:00,D,已出货未退款,已提现
1019,DD201708167493895179095937955,4.0,4.0,450ml美汁源果粒橙,2017-01-10 17:46:00,D,已出货未退款,已提现
1024,DD201708167493895264105176968,4.5,4.5,40g乐事薯片黄瓜味,2017-01-10 17:50:00,D,已出货未退款,已提现
1027,DD2017060318032928148890D0272,3.0,3.0,可口可乐最新款,2017-01-10 17:52:00,D,已出货未退款,已提现
1028,DD201708167493895578547327397,3.5,3.5,500ml统一冰糖雪梨,2017-01-10 17:53:00,D,已出货未退款,已提现
1031,DD201708167493895988584574532,1.2,1.2,10g卫龙亲嘴烧香辣味,2017-01-10 18:05:00,D,已出货未退款,已提现
1034,DD20170603181351431A107290BDB,2.0,2.0,怡宝纯净水,2017-01-10 18:19:00,D,已出货未退款,已提现
1036,DD20170603182350157A3DC55678B,2.0,2.0,怡宝纯净水,2017-01-10 18:21:00,D,已出货未退款,已提现
1039,DD201708167493896698610621353,1.6,1.6,2g韩国海牌海苔,2017-01-10 18:35:00,D,已出货未退款,已提现
1042,DD201708167493897233873754719,3.0,3.0,250ml维他原味豆奶,2017-01-10 18:52:00,D,已出货未退款,已提现
1046,DD201708167493897556422510103,6.5,6.5,430g泰奇八宝粥,2017-01-10 19:11:00,D,已出货未退款,已提现
1051,DD201708167493897763424456955,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-01-10 19:15:00,D,已出货未退款,已提现
1055,DD201706031941234735CAEF789FE,3.0,3.0,统一冰红茶,2017-01-10 19:18:00,D,已出货未退款,已提现
1060,DD201708167493898690575201954,7.0,7.0,150g洽洽原香瓜子,2017-01-10 19:46:00,D,已出货未退款,已提现
1063,DD201708167493899117604873086,3.0,3.0,40g双汇玉米热狗肠,2017-01-10 19:48:00,D,已出货未退款,已提现
1068,DD2017060320160971C7721C0AC7F,4.5,4.5,脉动,2017-01-10 19:58:00,D,已出货未退款,已提现
1071,DD201708167493899625340942317,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-01-10 20:08:00,D,已出货未退款,已提现
1080,DD201706032112564080AF7325A93,3.0,3.0,印尼芝士威化饼干,2017-01-10 20:21:00,D,已出货未退款,已提现
1094,DD201708167493901628098444503,4.0,4.0,85g新麦潮北海道吐司,2017-01-10 21:14:00,D,已出货未退款,已提现
1095,DD201708167493901727325049543,1.5,1.5,12g劲仔小鱼麻辣味,2017-01-10 21:17:00,D,已出货未退款,已提现
1102,DD201708167493902236980701697,2.5,2.5,250ml王老吉盒装,2017-01-10 21:36:00,D,已出货未退款,已提现
1103,DD201708167493902605403751907,6.5,6.5,91g徐福记凤梨酥,2017-01-10 21:43:00,D,已出货未退款,已提现
1117,DD201706040059372899B64907463,10.0,10.0,口味王槟榔（绿）,2017-01-10 22:17:00,D,已出货未退款,已提现
1132,DD201708167493905303246219713,4.5,4.5,250ml燕塘原味酸奶,2017-01-10 22:45:00,D,已出货未退款,已提现
1137,DD201708167493906165443756169,6.0,6.0,480ml小茗同学冷泡溜溜哒茶,2017-01-10 23:21:00,D,已出货未退款,已提现
1138,DD201708167493906190631302258,1.6,1.6,20g咪咪虾条马来西亚风味,2017-01-10 23:22:00,D,已出货未退款,已提现
1140,DD201708167493906517926478201,1.5,1.5,45g双汇泡面拍挡,2017-01-10 23:25:00,D,已出货未退款,已提现
1145,DD201708167493907576657335846,4.5,4.5,65g卫龙亲嘴豆皮,2017-01-10 23:38:00,D,已出货未退款,已提现
1155,DD201708167493908375814586715,2.5,2.5,30g无穷农场盐_鸡蛋,2017-01-11 00:27:00,D,已出货未退款,已提现
1167,DD201708167493909548133933425,4.0,4.0,55g奥利奥原味芝士饼干,2017-01-11 02:24:00,D,已出货未退款,已提现
1168,DD20170816749390964740553871,4.5,4.5,250ml燕塘红枣牛奶,2017-01-11 02:34:00,D,已出货未退款,已提现
1177,DD2017060408285740B219CCB5F13,3.5,3.5,阿萨姆奶茶,2017-01-11 02:40:00,D,已出货未退款,已提现
1182,DD201708167493910731062952431,6.0,6.0,86g合味道海鲜风味,2017-01-11 04:22:00,D,已出货未退款,已提现
1194,DD201706040851006599CC234B882,4.0,4.0,脉动,2017-01-11 04:33:00,D,已出货未退款,已提现
1207,DD201708167493912005540778211,8.0,8.0,55g奥利奥原味芝士饼干,2017-01-11 07:16:00,D,已出货未退款,已提现
1209,DD201708167493912161920477474,1.5,1.5,40g双汇玉米热狗肠,2017-01-11 07:32:00,D,已出货未退款,已提现
1210,DD201708167493912321070612195,3.0,3.0,250ml维他柠檬茶,2017-01-11 07:33:00,D,已出货未退款,已提现
1212,DD201708167493912612898462791,1.6,1.6,2g韩国海牌海苔,2017-01-11 07:38:00,D,已出货未退款,已提现
1223,DD201708310211414828743577C0B,2.5,2.5,雪碧最新款,2017-01-13 15:35:00,D,已出货未退款,已提现
1234,DD201708167493682323795309392,4.5,4.5,68g好丽友巧克力派2枚,2017-01-15 22:38:00,D,已出货未退款,已提现
1237,DD201708167493682313314863298,2.5,2.5,145ml旺仔牛奶盒装,2017-01-16 14:28:00,D,已出货未退款,已提现
1242,DD2017081674930178413542933905,2.5,2.5,无穷农场盐_鸡蛋,2017-01-16 16:17:00,D,已出货未退款,已提现
1250,DD2017081674930183588932338084,5.5,5.5,85g统一老坛酸菜牛肉面,2017-01-16 17:34:00,D,已出货未退款,已提现
1256,DD201708167493955531054308226,4.0,4.0,尖叫,2017-01-16 17:46:00,D,已出货未退款,已提现
1259,DD201708167493955792788277747,3.5,3.5,东鹏特饮,2017-01-16 17:47:00,D,已出货未退款,已提现
1280,DD2017081674930202881223625563,3.0,3.0,250ml维他原味豆奶,2017-01-17 10:23:00,D,已出货未退款,已提现
1293,DD2017052616010781DE63746365A,10.0,10.0,口味王槟榔（绿）,2017-01-20 18:02:00,D,已出货未退款,已提现
1308,DD201708167493132543432873501,12.5,12.5,100g*5瓶益力多,2017-01-22 12:33:00,D,已出货未退款,已提现
1310,DD201708167493132883646757078,4.5,4.5,180ml雀巢咖啡罐装,2017-01-22 14:28:00,D,已出货未退款,已提现
1324,DD2017052615564217B822B677C7E,3.5,3.5,东鹏特饮,2017-01-23 16:20:00,D,已出货未退款,已提现
1335,DD201708167493509366541838314,4.5,4.5,65g卫龙亲嘴豆皮,2017-01-26 09:04:00,D,已出货未退款,已提现
1336,DD20170810182839359E84B0C230C,4.0,4.0,银鹭八宝粥,2017-01-26 09:04:00,D,已出货未退款,已提现
1360,DD201708167493509332668835563,4.5,4.5,50g上好佳日式鱼果,2017-01-27 16:22:00,D,已出货未退款,已提现
1361,DD201708101821393935F3FF07702,4.0,4.0,银鹭八宝粥,2017-01-27 16:22:00,D,已出货未退款,已提现
1369,DD201708167493669829125020361,3.0,3.0,250ml维他原味豆奶,2017-01-28 13:01:00,D,已出货未退款,已提现
1376,DD201708167493990027747454518,3.0,3.0,统一冰红茶,2017-01-28 23:51:00,D,已出货未退款,已提现
1382,DD201708167493666601917982881,2.5,2.5,30g无穷农场盐_鸡蛋,2017-01-29 08:50:00,D,已出货未退款,已提现
1392,DD20170810174241597499BA2BD06,4.0,4.0,银鹭八宝粥,2017-01-29 13:41:00,D,已出货未退款,已提现
1410,DD201708167493667457755426796,3.0,3.0,40g双汇玉米热狗肠,2017-01-29 19:12:00,D,已出货未退款,已提现
1412,DD201708167493666260413749172,2.4,2.4,20g马来西亚风味咪咪蟹味粒0219,2017-01-29 19:40:00,D,已出货未退款,已提现
1416,DD201708167493179536661802971,3.5,3.5,维他原味豆奶,2017-01-29 21:08:00,D,已出货未退款,已提现
1418,DD201708167493180229947155581,2.0,2.0,85g新麦潮手撕面包（提子味）,2017-01-29 22:46:00,D,已出货未退款,已提现
1429,DD201708167493181361423739263,7.0,7.0,145g果王迷你山楂包装,2017-01-30 00:04:00,D,已出货未退款,已提现
1432,DD201708167493181771517566967,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-01-30 00:09:00,D,已出货未退款,已提现
1433,DD201708167493181775431286487,4.5,4.5,55g奥利奥原味芝士饼干,2017-01-30 00:15:00,D,已出货未退款,已提现
1448,DD201708167493182620300947337,1.2,1.2,10g卫龙亲嘴烧香辣味,2017-01-30 08:56:00,D,已出货未退款,已提现
1449,DD201708167493183093971288231,3.5,3.5,600ml可口可乐,2017-01-30 09:27:00,D,已出货未退款,已提现
1465,DD201708167493184936231613189,4.5,4.5,40g双汇玉米热狗肠,2017-01-30 12:21:00,D,已出货未退款,已提现
1481,DD2017052615364385C47AC9B26B6,3.5,3.5,东鹏特饮,2017-01-30 14:14:00,D,已出货未退款,已提现
1493,DD201708167493665599278117832,6.0,6.0,370g泰奇八宝粥,2017-01-30 14:50:00,D,已出货未退款,已提现
1495,DD201708167493186056775492753,0.0,0.0,85g新麦潮北海道吐司,2017-01-30 15:39:00,D,已出货未退款,已提现
1503,DD201708101731283008FE6960000,1.0,1.0,小鱼仔,2017-01-30 16:09:00,D,已出货未退款,已提现
