,商品,总实际金额,销售量,平均单价,离差标准化销售量,cluster,销量标签
206,雪力矿泉水,14.0,7,2.0,0.005216095380029807,0,滞销
207,阿萨姆煎茶奶绿,76.0,19,4.0,0.014157973174366617,0,滞销
208,湘潭铺子(羽泉版),150.0,15,10.0,0.011177347242921014,0,滞销
209,手撕素肉排,22.4,21,1.0666666666666667,0.01564828614008942,0,滞销
210,经典奶茶,42.0,12,3.5,0.00894187779433681,0,滞销
211,椰树牌椰汁,76.5,17,4.5,0.012667660208643815,0,滞销
212,汤达人桶面,3.0,1,3.0,0.0007451564828614009,0,滞销
213,180g统一满汉全席台式半筋半肉牛肉面,495.0,12,41.25,0.00894187779433681,0,滞销
214,500ml康师傅冰糖雪梨,50.5,13,3.8846153846153846,0.009687034277198211,0,滞销
215,40g上好佳田园薯片,0.0,0,,0.0,0,滞销
216,鸡爪,22.0,11,2.0,0.00819672131147541,0,滞销
217,乐虎,41.5,8,5.1875,0.005961251862891207,0,滞销
218,可口可乐330ml（罐）,15.5,6,2.5833333333333335,0.004470938897168405,0,滞销
219,健能酸奶,30.0,8,3.75,0.005961251862891207,0,滞销
220,迷你纸巾,8.0,8,1.0,0.005961251862891207,0,滞销
221,冰红茶（罐）,15.0,6,2.5,0.004470938897168405,0,滞销
222,可乐（500ml）,0.0,0,,0.0,0,滞销
223,117gUFO炒面铁板色拉鱿鱼风味,26.0,4,6.5,0.0029806259314456036,0,滞销
224,百事可乐330ml,10.5,4,2.625,0.0029806259314456036,0,滞销
225,小茗同学,10.0,2,5.0,0.0014903129657228018,0,滞销
226,500ml恒大冰泉矿泉水,2.5,1,2.5,0.0007451564828614009,0,滞销
227,统一阿萨姆奶茶,33.0,6,5.5,0.004470938897168405,0,滞销
228,和成天下（黄）,10.0,1,10.0,0.0007451564828614009,0,滞销
229,小糖衣血糖试纸,0.1,1,0.1,0.0007451564828614009,0,滞销
230,250ml维他椰子植物蛋白饮料9374,3.5,1,3.5,0.0007451564828614009,0,滞销
231,红利群（硬）,0.0,0,,0.0,0,滞销
232,40g上好佳田园薯片番茄味,4.5,1,4.5,0.0007451564828614009,0,滞销
233,130g果王玉带蚕豆,49.0,7,7.0,0.005216095380029807,0,滞销
234,小茗同学（青柠红茶）,10.5,2,5.25,0.0014903129657228018,0,滞销
235,220g宝丰龙龟苓膏绿豆味,4.0,1,4.0,0.0007451564828614009,0,滞销
236,怡宝矿泉水,6.0,3,2.0,0.0022354694485842027,0,滞销
237,商品2,0.2,2,0.1,0.0014903129657228018,0,滞销
238,新麦潮天然酵母面包（良品铺子）,0.0,0,,0.0,0,滞销
239,68g好丽友蛋黄派2枚,45.0,9,5.0,0.0067064083457526085,0,滞销
240,58.5g钙芝奶酪味高钙威化饼干,0.0,0,,0.0,0,滞销
241,乐事薯片（青柠）,16.0,2,8.0,0.0014903129657228018,0,滞销
242,32g卫龙亲嘴烧川香味,32.400000000000006,12,2.7000000000000006,0.00894187779433681,0,滞销
243,劲仔小鱼（酱汁味）,0.0,0,,0.0,0,滞销
244,乐事薯片（黄瓜味）,26.0,4,6.5,0.0029806259314456036,0,滞销
245,新麦潮天然酵母面包（牛奶风味）,16.0,4,4.0,0.0029806259314456036,0,滞销
246,无穷烤鸡小腿,3.0,1,3.0,0.0007451564828614009,0,滞销
247,12g劲仔小鱼（香辣味）,4.5,1,4.5,0.0007451564828614009,0,滞销
248,拿铁咖啡（统一）,5.5,1,5.5,0.0007451564828614009,0,滞销
249,小糖衣血糖仪,0.30000000000000004,3,0.10000000000000002,0.0022354694485842027,0,滞销
250,78g卫龙亲语,0.0,0,,0.0,0,滞销
251,65g格力高百力滋饼干巧克力味,0.0,0,,0.0,0,滞销
252,250ml维他椰子味豆奶7716,0.0,0,,0.0,0,滞销
253,新麦潮手撕面包（提子味）,4.0,1,4.0,0.0007451564828614009,0,滞销
254,20g咩咩世界虾味条,0.0,0,,0.0,0,滞销
255,脉动（椰子菠萝口味）,10.0,1,10.0,0.0007451564828614009,0,滞销
256,340ml蒙牛优益C乳酸菌,35.0,5,7.0,0.0037257824143070045,0,滞销
257,68g多力多玉米片爆香热辣味,40.0,5,8.0,0.0037257824143070045,0,滞销
258,250ml香满楼纯牛奶,7.0,2,3.5,0.0014903129657228018,0,滞销
259,汤达人方便面,3.0,1,3.0,0.0007451564828614009,0,滞销
260,芦荟汁,30.0,5,6.0,0.0037257824143070045,0,滞销
261,80g盼盼手撕面包,8.0,2,4.0,0.0014903129657228018,0,滞销
262,上好佳洋葱圈,0.0,0,,0.0,0,滞销
263,农夫果园,20.5,4,5.125,0.0029806259314456036,0,滞销
264,40g盼盼手撕面包,0.0,0,,0.0,0,滞销
265,新麦潮北海道吐司,4.0,1,4.0,0.0007451564828614009,0,滞销
266,康师傅拉面(袋),5.0,1,5.0,0.0007451564828614009,0,滞销
267,商品14,0.1,1,0.1,0.0007451564828614009,0,滞销
268,330ml伊利畅意乳酸菌草莓味,12.0,2,6.0,0.0014903129657228018,0,滞销
269,78g合味道杯面香菇炖鸡风味,30.0,5,6.0,0.0037257824143070045,0,滞销
270,天地一号,38.5,8,4.8125,0.005961251862891207,0,滞销
271,维他柠檬茶330ml（罐）,9.0,3,3.0,0.0022354694485842027,0,滞销
272,10g越南LIPO奶味面包干0046,0.0,0,,0.0,0,滞销
273,合味道（浓猪骨）,7.0,1,7.0,0.0007451564828614009,0,滞销
274,13g雀巢咖啡1+2特浓,15.0,3,5.0,0.0022354694485842027,0,滞销
275,100g越南LIPO奶味面包干,0.0,0,,0.0,0,滞销
276,劲仔小鱼（香辣味）,0.0,0,,0.0,0,滞销
277,20g士力架,2.0,1,2.0,0.0007451564828614009,0,滞销
278,多力多滋（热辣味）,0.0,0,,0.0,0,滞销
279,每日特惠,1.0,1,1.0,0.0007451564828614009,0,滞销
280,商品1,0.2,2,0.1,0.0014903129657228018,0,滞销
281,口味王槟榔（绿色）,20.0,2,10.0,0.0014903129657228018,0,滞销
282,70g乐事薯片青柠味,0.0,0,,0.0,0,滞销
283,娃哈哈红枣酸奶,3.5,1,3.5,0.0007451564828614009,0,滞销
284,贡美苹果数据线,0.0,0,,0.0,0,滞销
285,秒充,0.0,0,,0.0,0,滞销
286,味之不规则饼干（番茄味）,0.0,0,,0.0,0,滞销
287,立体声耳机（象牙白）,12.0,1,12.0,0.0007451564828614009,0,滞销
288,182g徐福记凤梨酥,0.0,0,,0.0,0,滞销
289,贡美忆江南充电宝5000mAh,0.0,0,,0.0,0,滞销
290,利群（硬）,30.0,2,15.0,0.0014903129657228018,0,滞销
291,220g宝丰龙龟苓膏菊花味,5.0,1,5.0,0.0007451564828614009,0,滞销
292,200g喜之郎/什锦果肉,5.0,1,5.0,0.0007451564828614009,0,滞销
293,75g达利园柠檬蛋糕,0.0,0,,0.0,0,滞销
294,味之不规则饼干（韩国泡菜味）,0.0,0,,0.0,0,滞销
295,越南LIPO奶味面包干10g,0.0,0,,0.0,0,滞销
296,60g溜溜九制梅,0.0,0,,0.0,0,滞销
297,60g湖湘贡手撕鸭脖原味,0.0,0,,0.0,0,滞销
298,90g顺宝九制杨梅,5.0,1,5.0,0.0007451564828614009,0,滞销
299,20g洽洽每日坚果,0.0,0,,0.0,0,滞销
300,商品36,0.0,0,,0.0,0,滞销
301,80g粤光宝盒芒果干,0.0,0,,0.0,0,滞销
302,商品21,0.0,0,,0.0,0,滞销
